,total_amount,account_type,mun_code,mun_name,label,Province,Latitude,Longitude
2013,0.0,AUDA,DC16,Xhariep,Employee Related Costs,Free State,25.2837585,25.2837585
2013,0.0,AUDA,DC16,Xhariep,Other Materials,Free State,25.2837585,25.2837585
2013,0.0,AUDA,DC16,Xhariep,Contracted Services,Free State,25.2837585,25.2837585
2013,1271312.0,AUDA,DC16,Xhariep,Other Expenditure,Free State,25.2837585,25.2837585
2013,1271312.0,AUDA,DC16,Xhariep,Total Repairs and Maintenance Expenditure,Free State,25.2837585,25.2837585
2013,0.0,AUDA,DC18,Lejweleputswa,Employee Related Costs,Free State,26.2304616,26.2304616
2013,1232125.0,AUDA,DC18,Lejweleputswa,Other Materials,Free State,26.2304616,26.2304616
2013,0.0,AUDA,DC18,Lejweleputswa,Contracted Services,Free State,26.2304616,26.2304616
2013,320571.0,AUDA,DC18,Lejweleputswa,Other Expenditure,Free State,26.2304616,26.2304616
2013,500000.0,AUDA,DC18,Lejweleputswa,Total Repairs and Maintenance Expenditure,Free State,26.2304616,26.2304616
2013,0.0,AUDA,DC19,Thabo Mofutsanyane,Employee Related Costs,Free State,28.299435,28.299435
2013,0.0,AUDA,DC19,Thabo Mofutsanyane,Other Materials,Free State,28.299435,28.299435
2013,0.0,AUDA,DC19,Thabo Mofutsanyane,Contracted Services,Free State,28.299435,28.299435
2013,0.0,AUDA,DC19,Thabo Mofutsanyane,Other Expenditure,Free State,28.299435,28.299435
2013,0.0,AUDA,DC19,Thabo Mofutsanyane,Total Repairs and Maintenance Expenditure,Free State,28.299435,28.299435
2013,0.0,AUDA,DC2,Cape Winelands,Employee Related Costs,Western Cape,19.7591675,19.7591675
2013,0.0,AUDA,DC2,Cape Winelands,Other Materials,Western Cape,19.7591675,19.7591675
2013,0.0,AUDA,DC2,Cape Winelands,Contracted Services,Western Cape,19.7591675,19.7591675
2013,0.0,AUDA,DC2,Cape Winelands,Other Expenditure,Western Cape,19.7591675,19.7591675
2013,0.0,AUDA,DC2,Cape Winelands,Total Repairs and Maintenance Expenditure,Western Cape,19.7591675,19.7591675
2013,500000.0,AUDA,DC20,Fezile Dabi,Employee Related Costs,Free State,27.7373373,27.7373373
2013,376885.0,AUDA,DC20,Fezile Dabi,Other Materials,Free State,27.7373373,27.7373373
2013,934929.0,AUDA,DC20,Fezile Dabi,Contracted Services,Free State,27.7373373,27.7373373
2013,674219.0,AUDA,DC20,Fezile Dabi,Other Expenditure,Free State,27.7373373,27.7373373
2013,747650.0,AUDA,DC20,Fezile Dabi,Total Repairs and Maintenance Expenditure,Free State,27.7373373,27.7373373
2013,0.0,AUDA,DC21,Ugu,Employee Related Costs,KwaZulu-Natal,30.2512728,30.2512728
2013,0.0,AUDA,DC21,Ugu,Other Materials,KwaZulu-Natal,30.2512728,30.2512728
2013,0.0,AUDA,DC21,Ugu,Contracted Services,KwaZulu-Natal,30.2512728,30.2512728
2013,11200295.0,AUDA,DC21,Ugu,Other Expenditure,KwaZulu-Natal,30.2512728,30.2512728
2013,11200295.0,AUDA,DC21,Ugu,Total Repairs and Maintenance Expenditure,KwaZulu-Natal,30.2512728,30.2512728
2013,0.0,AUDA,DC22,Umgungundlovu,Employee Related Costs,KwaZulu-Natal,30.3435506,30.3435506
2013,1000000.0,AUDA,DC22,Umgungundlovu,Other Materials,KwaZulu-Natal,30.3435506,30.3435506
2013,111988578.0,AUDA,DC22,Umgungundlovu,Contracted Services,KwaZulu-Natal,30.3435506,30.3435506
2013,1980505.0,AUDA,DC22,Umgungundlovu,Other Expenditure,KwaZulu-Natal,30.3435506,30.3435506
2013,114969083.0,AUDA,DC22,Umgungundlovu,Total Repairs and Maintenance Expenditure,KwaZulu-Natal,30.3435506,30.3435506
2013,0.0,AUDA,DC23,Uthukela,Employee Related Costs,KwaZulu-Natal,29.6035495,29.6035495
2013,13477000.0,AUDA,DC23,Uthukela,Other Materials,KwaZulu-Natal,29.6035495,29.6035495
2013,0.0,AUDA,DC23,Uthukela,Contracted Services,KwaZulu-Natal,29.6035495,29.6035495
2013,0.0,AUDA,DC23,Uthukela,Other Expenditure,KwaZulu-Natal,29.6035495,29.6035495
2013,13477000.0,AUDA,DC23,Uthukela,Total Repairs and Maintenance Expenditure,KwaZulu-Natal,29.6035495,29.6035495
2013,0.0,AUDA,DC24,Umzinyathi,Employee Related Costs,KwaZulu-Natal,30.6199895,30.6199895
2013,0.0,AUDA,DC24,Umzinyathi,Other Materials,KwaZulu-Natal,30.6199895,30.6199895
2013,5884349.0,AUDA,DC24,Umzinyathi,Contracted Services,KwaZulu-Natal,30.6199895,30.6199895
2013,0.0,AUDA,DC24,Umzinyathi,Other Expenditure,KwaZulu-Natal,30.6199895,30.6199895
2013,5884349.0,AUDA,DC24,Umzinyathi,Total Repairs and Maintenance Expenditure,KwaZulu-Natal,30.6199895,30.6199895
2013,0.0,AUDA,DC25,Amajuba,Employee Related Costs,KwaZulu-Natal,30.0665236,30.0665236
2013,0.0,AUDA,DC25,Amajuba,Other Materials,KwaZulu-Natal,30.0665236,30.0665236
2013,0.0,AUDA,DC25,Amajuba,Contracted Services,KwaZulu-Natal,30.0665236,30.0665236
2013,1030871.0,AUDA,DC25,Amajuba,Other Expenditure,KwaZulu-Natal,30.0665236,30.0665236
2013,1030871.0,AUDA,DC25,Amajuba,Total Repairs and Maintenance Expenditure,KwaZulu-Natal,30.0665236,30.0665236
2013,0.0,AUDA,DC26,Zululand,Employee Related Costs,KwaZulu-Natal,31.4456179,31.4456179
2013,0.0,AUDA,DC26,Zululand,Other Materials,KwaZulu-Natal,31.4456179,31.4456179
2013,38258583.0,AUDA,DC26,Zululand,Contracted Services,KwaZulu-Natal,31.4456179,31.4456179
2013,0.0,AUDA,DC26,Zululand,Other Expenditure,KwaZulu-Natal,31.4456179,31.4456179
2013,38258583.0,AUDA,DC26,Zululand,Total Repairs and Maintenance Expenditure,KwaZulu-Natal,31.4456179,31.4456179
2013,0.0,AUDA,DC27,Umkhanyakude,Employee Related Costs,KwaZulu-Natal,32.5372741,32.5372741
2013,0.0,AUDA,DC27,Umkhanyakude,Other Materials,KwaZulu-Natal,32.5372741,32.5372741
2013,0.0,AUDA,DC27,Umkhanyakude,Contracted Services,KwaZulu-Natal,32.5372741,32.5372741
2013,0.0,AUDA,DC27,Umkhanyakude,Other Expenditure,KwaZulu-Natal,32.5372741,32.5372741
2013,0.0,AUDA,DC27,Umkhanyakude,Total Repairs and Maintenance Expenditure,KwaZulu-Natal,32.5372741,32.5372741
2013,0.0,AUDA,DC28,Uthungulu,Employee Related Costs,KwaZulu-Natal,31.5370003,31.5370003
2013,981743.0,AUDA,DC28,Uthungulu,Other Materials,KwaZulu-Natal,31.5370003,31.5370003
2013,41521306.0,AUDA,DC28,Uthungulu,Contracted Services,KwaZulu-Natal,31.5370003,31.5370003
2013,1481951.0,AUDA,DC28,Uthungulu,Other Expenditure,KwaZulu-Natal,31.5370003,31.5370003
2013,43985000.0,AUDA,DC28,Uthungulu,Total Repairs and Maintenance Expenditure,KwaZulu-Natal,31.5370003,31.5370003
2013,0.0,AUDA,DC29,iLembe,Employee Related Costs,KwaZulu-Natal,31.1710389,31.1710389
2013,0.0,AUDA,DC29,iLembe,Other Materials,KwaZulu-Natal,31.1710389,31.1710389
2013,0.0,AUDA,DC29,iLembe,Contracted Services,KwaZulu-Natal,31.1710389,31.1710389
2013,0.0,AUDA,DC29,iLembe,Other Expenditure,KwaZulu-Natal,31.1710389,31.1710389
2013,0.0,AUDA,DC29,iLembe,Total Repairs and Maintenance Expenditure,KwaZulu-Natal,31.1710389,31.1710389
2013,0.0,AUDA,DC3,Overberg,Employee Related Costs,Western Cape,19.7591675,19.7591675
2013,7782286.0,AUDA,DC3,Overberg,Other Materials,Western Cape,19.7591675,19.7591675
2013,0.0,AUDA,DC3,Overberg,Contracted Services,Western Cape,19.7591675,19.7591675
2013,0.0,AUDA,DC3,Overberg,Other Expenditure,Western Cape,19.7591675,19.7591675
2013,7782286.0,AUDA,DC3,Overberg,Total Repairs and Maintenance Expenditure,Western Cape,19.7591675,19.7591675
2013,0.0,AUDA,DC30,Gert Sibande,Employee Related Costs,Mpumalanga,29.9740534,29.9740534
2013,0.0,AUDA,DC30,Gert Sibande,Other Materials,Mpumalanga,29.9740534,29.9740534
2013,0.0,AUDA,DC30,Gert Sibande,Contracted Services,Mpumalanga,29.9740534,29.9740534
2013,0.0,AUDA,DC30,Gert Sibande,Other Expenditure,Mpumalanga,29.9740534,29.9740534
2013,0.0,AUDA,DC30,Gert Sibande,Total Repairs and Maintenance Expenditure,Mpumalanga,29.9740534,29.9740534
2013,0.0,AUDA,DC31,Nkangala,Employee Related Costs,Mpumalanga,29.6035495,29.6035495
2013,0.0,AUDA,DC31,Nkangala,Other Materials,Mpumalanga,29.6035495,29.6035495
2013,35519811.0,AUDA,DC31,Nkangala,Contracted Services,Mpumalanga,29.6035495,29.6035495
2013,0.0,AUDA,DC31,Nkangala,Other Expenditure,Mpumalanga,29.6035495,29.6035495
2013,35519811.0,AUDA,DC31,Nkangala,Total Repairs and Maintenance Expenditure,Mpumalanga,29.6035495,29.6035495
2013,0.0,AUDA,DC32,Ehlanzeni,Employee Related Costs,Mpumalanga,31.2626366,31.2626366
2013,0.0,AUDA,DC32,Ehlanzeni,Other Materials,Mpumalanga,31.2626366,31.2626366
2013,0.0,AUDA,DC32,Ehlanzeni,Contracted Services,Mpumalanga,31.2626366,31.2626366
2013,0.0,AUDA,DC32,Ehlanzeni,Other Expenditure,Mpumalanga,31.2626366,31.2626366
2013,0.0,AUDA,DC32,Ehlanzeni,Total Repairs and Maintenance Expenditure,Mpumalanga,31.2626366,31.2626366
2013,0.0,AUDA,DC33,Mopani,Employee Related Costs,Limpopo,30.7160431,30.7160431
2013,85225709.0,AUDA,DC33,Mopani,Other Materials,Limpopo,30.7160431,30.7160431
2013,0.0,AUDA,DC33,Mopani,Contracted Services,Limpopo,30.7160431,30.7160431
2013,0.0,AUDA,DC33,Mopani,Other Expenditure,Limpopo,30.7160431,30.7160431
2013,85225709.0,AUDA,DC33,Mopani,Total Repairs and Maintenance Expenditure,Limpopo,30.7160431,30.7160431
2013,0.0,AUDA,DC34,Vhembe,Employee Related Costs,Limpopo,29.9740534,29.9740534
2013,0.0,AUDA,DC34,Vhembe,Other Materials,Limpopo,29.9740534,29.9740534
2013,0.0,AUDA,DC34,Vhembe,Contracted Services,Limpopo,29.9740534,29.9740534
2013,0.0,AUDA,DC34,Vhembe,Other Expenditure,Limpopo,29.9740534,29.9740534
2013,0.0,AUDA,DC34,Vhembe,Total Repairs and Maintenance Expenditure,Limpopo,29.9740534,29.9740534
2013,0.0,AUDA,DC35,Capricorn,Employee Related Costs,Limpopo,29.2320784,29.2320784
2013,0.0,AUDA,DC35,Capricorn,Other Materials,Limpopo,29.2320784,29.2320784
2013,0.0,AUDA,DC35,Capricorn,Contracted Services,Limpopo,29.2320784,29.2320784
2013,3864702.0,AUDA,DC35,Capricorn,Other Expenditure,Limpopo,29.2320784,29.2320784
2013,3864702.0,AUDA,DC35,Capricorn,Total Repairs and Maintenance Expenditure,Limpopo,29.2320784,29.2320784
2013,0.0,AUDA,DC36,Waterberg,Employee Related Costs,Limpopo,28.299435,28.299435
2013,0.0,AUDA,DC36,Waterberg,Other Materials,Limpopo,28.299435,28.299435
2013,0.0,AUDA,DC36,Waterberg,Contracted Services,Limpopo,28.299435,28.299435
2013,0.0,AUDA,DC36,Waterberg,Other Expenditure,Limpopo,28.299435,28.299435
2013,0.0,AUDA,DC36,Waterberg,Total Repairs and Maintenance Expenditure,Limpopo,28.299435,28.299435
2013,2903000.0,AUDA,DC37,Bojanala,Employee Related Costs,North West,27.3616476,27.3616476
2013,0.0,AUDA,DC37,Bojanala,Other Materials,North West,27.3616476,27.3616476
2013,0.0,AUDA,DC37,Bojanala,Contracted Services,North West,27.3616476,27.3616476
2013,0.0,AUDA,DC37,Bojanala,Other Expenditure,North West,27.3616476,27.3616476
2013,2903000.0,AUDA,DC37,Bojanala,Total Repairs and Maintenance Expenditure,North West,27.3616476,27.3616476
2013,0.0,AUDA,DC38,Ngaka Modiri Molema,Employee Related Costs,North West,25.8521764,25.8521764
2013,0.0,AUDA,DC38,Ngaka Modiri Molema,Other Materials,North West,25.8521764,25.8521764
2013,0.0,AUDA,DC38,Ngaka Modiri Molema,Contracted Services,North West,25.8521764,25.8521764
2013,0.0,AUDA,DC38,Ngaka Modiri Molema,Other Expenditure,North West,25.8521764,25.8521764
2013,0.0,AUDA,DC38,Ngaka Modiri Molema,Total Repairs and Maintenance Expenditure,North West,25.8521764,25.8521764
2013,0.0,AUDA,DC39,Dr Ruth Segomotsi Mompati,Employee Related Costs,North West,24.3341432,24.3341432
2013,0.0,AUDA,DC39,Dr Ruth Segomotsi Mompati,Other Materials,North West,24.3341432,24.3341432
2013,0.0,AUDA,DC39,Dr Ruth Segomotsi Mompati,Contracted Services,North West,24.3341432,24.3341432
2013,1735498.0,AUDA,DC39,Dr Ruth Segomotsi Mompati,Other Expenditure,North West,24.3341432,24.3341432
2013,1735498.0,AUDA,DC39,Dr Ruth Segomotsi Mompati,Total Repairs and Maintenance Expenditure,North West,24.3341432,24.3341432
2013,0.0,AUDA,DC4,Eden,Employee Related Costs,Western Cape,22.047637,22.047637
2013,0.0,AUDA,DC4,Eden,Other Materials,Western Cape,22.047637,22.047637
2013,0.0,AUDA,DC4,Eden,Contracted Services,Western Cape,22.047637,22.047637
2013,2957000.0,AUDA,DC4,Eden,Other Expenditure,Western Cape,22.047637,22.047637
2013,2957000.0,AUDA,DC4,Eden,Total Repairs and Maintenance Expenditure,Western Cape,22.047637,22.047637
2013,0.0,AUDA,DC40,Dr Kenneth Kaunda,Employee Related Costs,North West,26.5137964,26.5137964
2013,902095.0,AUDA,DC40,Dr Kenneth Kaunda,Other Materials,North West,26.5137964,26.5137964
2013,0.0,AUDA,DC40,Dr Kenneth Kaunda,Contracted Services,North West,26.5137964,26.5137964
2013,0.0,AUDA,DC40,Dr Kenneth Kaunda,Other Expenditure,North West,26.5137964,26.5137964
2013,902095.0,AUDA,DC40,Dr Kenneth Kaunda,Total Repairs and Maintenance Expenditure,North West,26.5137964,26.5137964
2013,0.0,AUDA,DC42,Sedibeng,Employee Related Costs,Gauteng,28.2058768,28.2058768
2013,0.0,AUDA,DC42,Sedibeng,Other Materials,Gauteng,28.2058768,28.2058768
2013,0.0,AUDA,DC42,Sedibeng,Contracted Services,Gauteng,28.2058768,28.2058768
2013,4813629.0,AUDA,DC42,Sedibeng,Other Expenditure,Gauteng,28.2058768,28.2058768
2013,4813629.0,AUDA,DC42,Sedibeng,Total Repairs and Maintenance Expenditure,Gauteng,28.2058768,28.2058768
2013,184770325.0,AUDA,DC43,Harry Gwala,Employee Related Costs,KwaZulu-Natal,29.6035495,29.6035495
2013,0.0,AUDA,DC43,Harry Gwala,Other Materials,KwaZulu-Natal,29.6035495,29.6035495
2013,0.0,AUDA,DC43,Harry Gwala,Contracted Services,KwaZulu-Natal,29.6035495,29.6035495
2013,29493422.0,AUDA,DC43,Harry Gwala,Other Expenditure,KwaZulu-Natal,29.6035495,29.6035495
2013,22806551.0,AUDA,DC43,Harry Gwala,Total Repairs and Maintenance Expenditure,KwaZulu-Natal,29.6035495,29.6035495
2013,0.0,AUDA,DC44,Alfred Nzo,Employee Related Costs,Eastern Cape,28.8596804,28.8596804
2013,0.0,AUDA,DC44,Alfred Nzo,Other Materials,Eastern Cape,28.8596804,28.8596804
2013,0.0,AUDA,DC44,Alfred Nzo,Contracted Services,Eastern Cape,28.8596804,28.8596804
2013,0.0,AUDA,DC44,Alfred Nzo,Other Expenditure,Eastern Cape,28.8596804,28.8596804
2013,0.0,AUDA,DC44,Alfred Nzo,Total Repairs and Maintenance Expenditure,Eastern Cape,28.8596804,28.8596804
2013,0.0,AUDA,DC45,John Taolo Gaetsewe,Employee Related Costs,Northern Cape,23.1918021,23.1918021
2013,0.0,AUDA,DC45,John Taolo Gaetsewe,Other Materials,Northern Cape,23.1918021,23.1918021
2013,0.0,AUDA,DC45,John Taolo Gaetsewe,Contracted Services,Northern Cape,23.1918021,23.1918021
2013,0.0,AUDA,DC45,John Taolo Gaetsewe,Other Expenditure,Northern Cape,23.1918021,23.1918021
2013,0.0,AUDA,DC45,John Taolo Gaetsewe,Total Repairs and Maintenance Expenditure,Northern Cape,23.1918021,23.1918021
2013,0.0,AUDA,DC47,Sekhukhune,Employee Related Costs,Limpopo,29.9740534,29.9740534
2013,0.0,AUDA,DC47,Sekhukhune,Other Materials,Limpopo,29.9740534,29.9740534
2013,1436000.0,AUDA,DC47,Sekhukhune,Contracted Services,Limpopo,29.9740534,29.9740534
2013,0.0,AUDA,DC47,Sekhukhune,Other Expenditure,Limpopo,29.9740534,29.9740534
2013,0.0,AUDA,DC47,Sekhukhune,Total Repairs and Maintenance Expenditure,Limpopo,29.9740534,29.9740534
2013,0.0,AUDA,DC48,West Rand,Employee Related Costs,Gauteng,27.4556388,27.4556388
2013,0.0,AUDA,DC48,West Rand,Other Materials,Gauteng,27.4556388,27.4556388
2013,2229000.0,AUDA,DC48,West Rand,Contracted Services,Gauteng,27.4556388,27.4556388
2013,0.0,AUDA,DC48,West Rand,Other Expenditure,Gauteng,27.4556388,27.4556388
2013,2229000.0,AUDA,DC48,West Rand,Total Repairs and Maintenance Expenditure,Gauteng,27.4556388,27.4556388
2013,0.0,AUDA,DC5,Central Karoo,Employee Related Costs,Western Cape,22.2384017,22.2384017
2013,107110.0,AUDA,DC5,Central Karoo,Other Materials,Western Cape,22.2384017,22.2384017
2013,170247.0,AUDA,DC5,Central Karoo,Contracted Services,Western Cape,22.2384017,22.2384017
2013,1516832.0,AUDA,DC5,Central Karoo,Other Expenditure,Western Cape,22.2384017,22.2384017
2013,0.0,AUDA,DC5,Central Karoo,Total Repairs and Maintenance Expenditure,Western Cape,22.2384017,22.2384017
2013,0.0,AUDA,DC6,Namakwa,Employee Related Costs,Northern Cape,19.949686,19.949686
2013,0.0,AUDA,DC6,Namakwa,Other Materials,Northern Cape,19.949686,19.949686
2013,0.0,AUDA,DC6,Namakwa,Contracted Services,Northern Cape,19.949686,19.949686
2013,0.0,AUDA,DC6,Namakwa,Other Expenditure,Northern Cape,19.949686,19.949686
2013,0.0,AUDA,DC6,Namakwa,Total Repairs and Maintenance Expenditure,Northern Cape,19.949686,19.949686
2013,0.0,AUDA,DC7,Pixley ka Seme,Employee Related Costs,Northern Cape,23.3823545,23.3823545
2013,0.0,AUDA,DC7,Pixley ka Seme,Other Materials,Northern Cape,23.3823545,23.3823545
2013,0.0,AUDA,DC7,Pixley ka Seme,Contracted Services,Northern Cape,23.3823545,23.3823545
2013,0.0,AUDA,DC7,Pixley ka Seme,Other Expenditure,Northern Cape,23.3823545,23.3823545
2013,0.0,AUDA,DC7,Pixley ka Seme,Total Repairs and Maintenance Expenditure,Northern Cape,23.3823545,23.3823545
2013,537528.0,AUDA,DC8,Z F Mgcawu,Employee Related Costs,Northern Cape,21.246215,21.246215
2013,0.0,AUDA,DC8,Z F Mgcawu,Other Materials,Northern Cape,21.246215,21.246215
2013,0.0,AUDA,DC8,Z F Mgcawu,Contracted Services,Northern Cape,21.246215,21.246215
2013,537528.0,AUDA,DC8,Z F Mgcawu,Other Expenditure,Northern Cape,21.246215,21.246215
2013,0.0,AUDA,DC8,Z F Mgcawu,Total Repairs and Maintenance Expenditure,Northern Cape,21.246215,21.246215
2013,0.0,AUDA,DC9,Frances Baard,Employee Related Costs,Northern Cape,24.3341432,24.3341432
2013,2569405.0,AUDA,DC9,Frances Baard,Other Materials,Northern Cape,24.3341432,24.3341432
2013,0.0,AUDA,DC9,Frances Baard,Contracted Services,Northern Cape,24.3341432,24.3341432
2013,0.0,AUDA,DC9,Frances Baard,Other Expenditure,Northern Cape,24.3341432,24.3341432
2013,2569405.0,AUDA,DC9,Frances Baard,Total Repairs and Maintenance Expenditure,Northern Cape,24.3341432,24.3341432
2013,0.0,AUDA,EC101,Dr Beyers Naude,Employee Related Costs,Eastern Cape,24.371068,24.371068
2013,0.0,AUDA,EC101,Dr Beyers Naude,Other Materials,Eastern Cape,24.3341432,24.3341432
2013,0.0,AUDA,EC101,Dr Beyers Naude,Contracted Services,Eastern Cape,24.371068,24.371068
2013,0.0,AUDA,EC101,Dr Beyers Naude,Other Expenditure,Eastern Cape,24.3341432,24.3341432
2013,0.0,AUDA,EC101,Dr Beyers Naude,Total Repairs and Maintenance Expenditure,Eastern Cape,24.371068,24.371068
2013,0.0,AUDA,EC102,Blue Crane Route,Employee Related Costs,Eastern Cape,24.3341432,24.3341432
2013,0.0,AUDA,EC102,Blue Crane Route,Other Materials,Eastern Cape,24.371068,24.371068
2013,0.0,AUDA,EC102,Blue Crane Route,Contracted Services,Eastern Cape,24.3341432,24.3341432
2013,3146659.0,AUDA,EC102,Blue Crane Route,Other Expenditure,Eastern Cape,24.371068,24.371068
2013,3146659.0,AUDA,EC102,Blue Crane Route,Total Repairs and Maintenance Expenditure,Eastern Cape,24.3341432,24.3341432
2013,0.0,AUDA,EC103,Ikwezi,Employee Related Costs,Eastern Cape,25.4733554,25.4733554
2013,0.0,AUDA,EC103,Ikwezi,Other Materials,Eastern Cape,25.4733554,25.4733554
2013,0.0,AUDA,EC103,Ikwezi,Contracted Services,Eastern Cape,25.4733554,25.4733554
2013,1597547.0,AUDA,EC103,Ikwezi,Other Expenditure,Eastern Cape,25.4733554,25.4733554
2013,1597547.0,AUDA,EC103,Ikwezi,Total Repairs and Maintenance Expenditure,Eastern Cape,25.4733554,25.4733554
2013,18721399.0,AUDA,EC104,Makana,Employee Related Costs,Eastern Cape,24.6192899,24.6192899
2013,0.0,AUDA,EC104,Makana,Other Materials,Eastern Cape,24.6192899,24.6192899
2013,0.0,AUDA,EC104,Makana,Contracted Services,Eastern Cape,24.6192899,24.6192899
2013,0.0,AUDA,EC104,Makana,Other Expenditure,Eastern Cape,24.6192899,24.6192899
2013,18721399.0,AUDA,EC104,Makana,Total Repairs and Maintenance Expenditure,Eastern Cape,24.6192899,24.6192899
2013,0.0,AUDA,EC105,Ndlambe,Employee Related Costs,Eastern Cape,26.3249438,26.3249438
2013,0.0,AUDA,EC105,Ndlambe,Other Materials,Eastern Cape,26.3249438,26.3249438
2013,0.0,AUDA,EC105,Ndlambe,Contracted Services,Eastern Cape,26.3249438,26.3249438
2013,0.0,AUDA,EC105,Ndlambe,Other Expenditure,Eastern Cape,26.3249438,26.3249438
2013,0.0,AUDA,EC105,Ndlambe,Total Repairs and Maintenance Expenditure,Eastern Cape,26.3249438,26.3249438
2013,0.0,AUDA,EC106,Sundays River Valley,Employee Related Costs,Eastern Cape,26.749645,26.749645
2013,0.0,AUDA,EC106,Sundays River Valley,Other Materials,Eastern Cape,26.749645,26.749645
2013,0.0,AUDA,EC106,Sundays River Valley,Contracted Services,Eastern Cape,26.749645,26.749645
2013,11842927.0,AUDA,EC106,Sundays River Valley,Other Expenditure,Eastern Cape,26.749645,26.749645
2013,11842927.0,AUDA,EC106,Sundays River Valley,Total Repairs and Maintenance Expenditure,Eastern Cape,26.749645,26.749645
2013,0.0,AUDA,EC107,Baviaans,Employee Related Costs,Eastern Cape,25.5681084,25.5681084
2013,3083000.0,AUDA,EC107,Baviaans,Other Materials,Eastern Cape,25.5681084,25.5681084
2013,0.0,AUDA,EC107,Baviaans,Contracted Services,Eastern Cape,25.5681084,25.5681084
