,mun_name,mun_code,account_type,label,total_amount,Province,Latitude,Longitude
2013,iLembe,DC29,AUDA,Total By Income Source,146717363,KwaZulu-Natal,31.1710389,31.1710389
2013,iLembe,DC29,AUDA,Total By Customer Group,146717363,KwaZulu-Natal,31.1710389,31.1710389
2013,Overberg,DC3,AUDA,Total By Income Source,2618892,Western Cape,19.7591675,19.7591675
2013,Overberg,DC3,AUDA,Total By Customer Group,2618892,Western Cape,19.7591675,19.7591675
2013,Gert Sibande,DC30,AUDA,Total By Income Source,14000863,Mpumalanga,29.9740534,29.9740534
2013,Gert Sibande,DC30,AUDA,Total By Customer Group,14000863,Mpumalanga,29.9740534,29.9740534
2013,Nkangala,DC31,AUDA,Total By Income Source,22385917,Mpumalanga,29.6035495,29.6035495
2013,Nkangala,DC31,AUDA,Total By Customer Group,22385917,Mpumalanga,29.6035495,29.6035495
2013,Ehlanzeni,DC32,AUDA,Total By Income Source,4014219,Mpumalanga,31.2626366,31.2626366
2013,Ehlanzeni,DC32,AUDA,Total By Customer Group,4014219,Mpumalanga,31.2626366,31.2626366
2013,Mopani,DC33,AUDA,Total By Income Source,569520638,Limpopo,30.7160431,30.7160431
2013,Mopani,DC33,AUDA,Total By Customer Group,569520638,Limpopo,30.7160431,30.7160431
2013,Capricorn,DC35,AUDA,Total By Income Source,40250783,Limpopo,29.2320784,29.2320784
2013,Capricorn,DC35,AUDA,Total By Customer Group,40250783,Limpopo,29.2320784,29.2320784
2013,Waterberg,DC36,AUDA,Total By Income Source,4733,Limpopo,28.299435,28.299435
2013,Waterberg,DC36,AUDA,Total By Customer Group,4733,Limpopo,28.299435,28.299435
2013,Bojanala,DC37,AUDA,Total By Income Source,1239301,North West,27.3616476,27.3616476
2013,Bojanala,DC37,AUDA,Total By Customer Group,1239301,North West,27.3616476,27.3616476
2013,Ngaka Modiri Molema,DC38,AUDA,Total By Income Source,70183827,North West,25.8521764,25.8521764
2013,Ngaka Modiri Molema,DC38,AUDA,Total By Customer Group,70183827,North West,25.8521764,25.8521764
2013,Eden,DC4,AUDA,Total By Income Source,6282344,Western Cape,22.047637,22.047637
2013,Eden,DC4,AUDA,Total By Customer Group,6282344,Western Cape,22.047637,22.047637
2013,Dr Kenneth Kaunda,DC40,AUDA,Total By Income Source,2288053,North West,26.5137964,26.5137964
2013,Dr Kenneth Kaunda,DC40,AUDA,Total By Customer Group,2288053,North West,26.5137964,26.5137964
2013,Sedibeng,DC42,AUDA,Total By Income Source,9778790,Gauteng,28.2058768,28.2058768
2013,Sedibeng,DC42,AUDA,Total By Customer Group,9778790,Gauteng,28.2058768,28.2058768
2013,Harry Gwala,DC43,AUDA,Total By Income Source,80052307,KwaZulu-Natal,29.6035495,29.6035495
2013,Harry Gwala,DC43,AUDA,Total By Customer Group,80052311,KwaZulu-Natal,29.6035495,29.6035495
2013,Alfred Nzo,DC44,AUDA,Total By Income Source,16990585,Eastern Cape,28.8596804,28.8596804
2013,Alfred Nzo,DC44,AUDA,Total By Customer Group,16990585,Eastern Cape,28.8596804,28.8596804
2013,John Taolo Gaetsewe,DC45,AUDA,Total By Income Source,7197816,Northern Cape,23.1918021,23.1918021
2013,John Taolo Gaetsewe,DC45,AUDA,Total By Customer Group,7197816,Northern Cape,23.1918021,23.1918021
2013,Sekhukhune,DC47,AUDA,Total By Income Source,135695521,Limpopo,29.9740534,29.9740534
2013,Sekhukhune,DC47,AUDA,Total By Customer Group,135695521,Limpopo,29.9740534,29.9740534
2013,West Rand,DC48,AUDA,Total By Income Source,6282844,Gauteng,27.4556388,27.4556388
2013,West Rand,DC48,AUDA,Total By Customer Group,6282844,Gauteng,27.4556388,27.4556388
2013,Central Karoo,DC5,AUDA,Total By Income Source,368143,Western Cape,22.2384017,22.2384017
2013,Central Karoo,DC5,AUDA,Total By Customer Group,368143,Western Cape,22.2384017,22.2384017
2013,Pixley ka Seme,DC7,AUDA,Total By Income Source,260630,Northern Cape,23.3823545,23.3823545
2013,Pixley ka Seme,DC7,AUDA,Total By Customer Group,260630,Northern Cape,23.3823545,23.3823545
2013,Frances Baard,DC9,AUDA,Total By Income Source,2657909,Northern Cape,24.3341432,24.3341432
2013,Frances Baard,DC9,AUDA,Total By Customer Group,2657909,Northern Cape,24.3341432,24.3341432
2013,Dr Beyers Naude,EC101,AUDA,Total By Income Source,48044376,Eastern Cape,24.371068,24.371068
2013,Dr Beyers Naude,EC101,AUDA,Total By Customer Group,48044376,Eastern Cape,24.3341432,24.3341432
2013,Blue Crane Route,EC102,AUDA,Total By Income Source,38031334,Eastern Cape,24.371068,24.371068
2013,Blue Crane Route,EC102,AUDA,Total By Customer Group,38031334,Eastern Cape,24.3341432,24.3341432
2013,Ikwezi,EC103,AUDA,Total By Income Source,19826962,Eastern Cape,25.4733554,25.4733554
2013,Ikwezi,EC103,AUDA,Total By Customer Group,19826962,Eastern Cape,25.4733554,25.4733554
2013,Makana,EC104,AUDA,Total By Income Source,248612908,Eastern Cape,24.6192899,24.6192899
2013,Makana,EC104,AUDA,Total By Customer Group,35191441,Eastern Cape,24.6192899,24.6192899
2013,Sundays River Valley,EC106,AUDA,Total By Income Source,105159791,Eastern Cape,26.3249438,26.3249438
2013,Sundays River Valley,EC106,AUDA,Total By Customer Group,105159791,Eastern Cape,26.3249438,26.3249438
2013,Baviaans,EC107,AUDA,Total By Income Source,4690931,Eastern Cape,25.5681084,25.5681084
2013,Baviaans,EC107,AUDA,Total By Customer Group,4690931,Eastern Cape,25.5681084,25.5681084
2013,Kouga,EC108,AUDA,Total By Income Source,94581183,Eastern Cape,24.0488007,24.0488007
2013,Kouga,EC108,AUDA,Total By Customer Group,94581183,Eastern Cape,24.0488007,24.0488007
2013,Kou-Kamma,EC109,AUDA,Total By Income Source,38715446,Eastern Cape,24.8092691,24.8092691
2013,Kou-Kamma,EC109,AUDA,Total By Customer Group,38715446,Eastern Cape,24.8092691,24.8092691
2013,Mbhashe,EC121,AUDA,Total By Income Source,25844849,Eastern Cape,24.0488007,24.0488007
2013,Mbhashe,EC121,AUDA,Total By Customer Group,25844849,Eastern Cape,24.0488007,24.0488007
2013,Mnquma,EC122,AUDA,Total By Income Source,93770014,Eastern Cape,28.7664408,28.7664408
2013,Mnquma,EC122,AUDA,Total By Customer Group,93770014,Eastern Cape,28.7664408,28.7664408
2013,Amahlathi,EC124,AUDA,Total By Income Source,53578620,Eastern Cape,28.0186087,28.0186087
2013,Amahlathi,EC124,AUDA,Total By Customer Group,53578620,Eastern Cape,28.0186087,28.0186087
2013,Ngqushwa,EC126,AUDA,Total By Income Source,33962953,Eastern Cape,27.2676116,27.2676116
2013,Ngqushwa,EC126,AUDA,Total By Customer Group,33962833,Eastern Cape,27.2676116,27.2676116
2013,Nxuba,EC128,AUDA,Total By Income Source,17857119,Eastern Cape,27.2676116,27.2676116
2013,Nxuba,EC128,AUDA,Total By Customer Group,0,Eastern Cape,27.2676116,27.2676116
2013,Inxuba Yethemba,EC131,AUDA,Total By Income Source,219085107,Eastern Cape,26.3249438,26.3249438
2013,Inxuba Yethemba,EC131,AUDA,Total By Customer Group,219085107,Eastern Cape,26.3249438,26.3249438
2013,Tsolwana,EC132,AUDA,Total By Income Source,20589413,Eastern Cape,25.3785719,25.3785719
2013,Tsolwana,EC132,AUDA,Total By Customer Group,20589413,Eastern Cape,25.3785719,25.3785719
2013,Inkwanca,EC133,AUDA,Total By Income Source,48469313,Eastern Cape,26.1359431,26.1359431
2013,Inkwanca,EC133,AUDA,Total By Customer Group,48469313,Eastern Cape,26.1359431,26.1359431
2013,Lukanji,EC134,AUDA,Total By Income Source,470948343,Eastern Cape,26.5137964,26.5137964
2013,Lukanji,EC134,AUDA,Total By Customer Group,470948343,Eastern Cape,26.5137964,26.5137964
2013,Intsika Yethu,EC135,AUDA,Total By Income Source,15866552,Eastern Cape,26.8910342,26.8910342
2013,Intsika Yethu,EC135,AUDA,Total By Customer Group,15866552,Eastern Cape,26.8910342,26.8910342
2013,Emalahleni,EC136,AUDA,Total By Income Source,108595635,Eastern Cape,27.6434844,27.6434844
2013,Emalahleni,EC136,AUDA,Total By Customer Group,108595635,Eastern Cape,27.6434844,27.6434844
2013,Engcobo,EC137,AUDA,Total By Income Source,5824380,Eastern Cape,29.2553229,29.2553229
2013,Engcobo,EC137,AUDA,Total By Customer Group,5824380,Eastern Cape,29.2553229,29.2553229
2013,Elundini,EC141,AUDA,Total By Income Source,46550535,Eastern Cape,27.9834738,27.9834738
2013,Elundini,EC141,AUDA,Total By Customer Group,46550535,Eastern Cape,27.9834738,27.9834738
2013,Senqu,EC142,AUDA,Total By Income Source,19197787,Eastern Cape,28.3929417,28.3929417
2013,Senqu,EC142,AUDA,Total By Customer Group,19197786,Eastern Cape,28.3929417,28.3929417
2013,Maletswai,EC143,AUDA,Total By Income Source,8606124,Eastern Cape,27.6434844,27.6434844
2013,Maletswai,EC143,AUDA,Total By Customer Group,8606125,Eastern Cape,27.6434844,27.6434844
2013,Gariep,EC144,AUDA,Total By Income Source,8405082,Eastern Cape,26.8910342,26.8910342
2013,Gariep,EC144,AUDA,Total By Customer Group,8405082,Eastern Cape,26.8910342,26.8910342
2013,Nyandeni,EC155,AUDA,Total By Income Source,9422030,Eastern Cape,25.8521764,25.8521764
2013,Nyandeni,EC155,AUDA,Total By Customer Group,9422030,Eastern Cape,25.8521764,25.8521764
2013,Mhlontlo,EC156,AUDA,Total By Income Source,17736659,Eastern Cape,29.1390642,29.1390642
2013,Mhlontlo,EC156,AUDA,Total By Customer Group,17736662,Eastern Cape,29.1390642,29.1390642
2013,King Sabata Dalindyebo,EC157,AUDA,Total By Income Source,325379318,Eastern Cape,28.8130675,28.8130675
2013,King Sabata Dalindyebo,EC157,AUDA,Total By Customer Group,325379318,Eastern Cape,28.8130675,28.8130675
2013,Matatiele,EC441,AUDA,Total By Income Source,41432848,Eastern Cape,28.5797981,28.5797981
2013,Matatiele,EC441,AUDA,Total By Customer Group,41432848,Eastern Cape,28.5797981,28.5797981
2013,Umzimvubu,EC442,AUDA,Total By Income Source,43697803,Eastern Cape,28.7664408,28.7664408
2013,Umzimvubu,EC442,AUDA,Total By Customer Group,43697803,Eastern Cape,28.7664408,28.7664408
2013,Mbizana,EC443,AUDA,Total By Income Source,16234501,Eastern Cape,28.9528645,28.9528645
2013,Mbizana,EC443,AUDA,Total By Customer Group,16234501,Eastern Cape,28.9528645,28.9528645
2013,Ntabankulu,EC444,AUDA,Total By Income Source,7996761,Eastern Cape,29.8566142,29.8566142
2013,Ntabankulu,EC444,AUDA,Total By Customer Group,0,Eastern Cape,29.8566142,29.8566142
2013,Ekurhuleni,EKU,AUDA,Total By Income Source,10607561326,Eastern Cape,29.2785638,29.2785638
2013,Ekurhuleni,EKU,AUDA,Total By Customer Group,10607561326,Eastern Cape,29.2785638,29.2785638
2013,eThekwini,ETH,AUDA,Total By Income Source,9222895004,Gauteng,28.3461948,28.3461948
2013,eThekwini,ETH,AUDA,Total By Customer Group,9222895004,Gauteng,28.3461948,28.3461948
2013,Kopanong,FS162,AUDA,Total By Income Source,92073814,KwaZulu-Natal,30.8039474,30.8039474
2013,Kopanong,FS162,AUDA,Total By Customer Group,92073814,KwaZulu-Natal,30.8039474,30.8039474
2013,Masilonyana,FS181,AUDA,Total By Income Source,251014855,Free State,25.4733554,25.4733554
2013,Masilonyana,FS181,AUDA,Total By Customer Group,251014855,Free State,25.4733554,25.4733554
2013,Tokologo,FS182,AUDA,Total By Income Source,3681986,Free State,26.6081653,26.6081653
2013,Tokologo,FS182,AUDA,Total By Customer Group,3681986,Free State,26.6081653,26.6081653
2013,Tswelopele,FS183,AUDA,Total By Income Source,32568807,Free State,25.4733554,25.4733554
2013,Tswelopele,FS183,AUDA,Total By Customer Group,32568807,Free State,25.4733554,25.4733554
2013,Matjhabeng,FS184,AUDA,Total By Income Source,152118437,Free State,25.9467997,25.9467997
2013,Matjhabeng,FS184,AUDA,Total By Customer Group,152118437,Free State,25.9467997,25.9467997
2013,Setsoto,FS191,AUDA,Total By Income Source,211711851,Free State,26.8910342,26.8910342
2013,Setsoto,FS191,AUDA,Total By Customer Group,211711851,Free State,26.8910342,26.8910342
2013,Dihlabeng,FS192,AUDA,Total By Income Source,406637108,Free State,27.6434844,27.6434844
2013,Dihlabeng,FS192,AUDA,Total By Customer Group,406637108,Free State,27.6434844,27.6434844
2013,Maluti a Phofung,FS194,AUDA,Total By Income Source,130795325,Free State,28.2058768,28.2058768
2013,Maluti a Phofung,FS194,AUDA,Total By Customer Group,130795325,Free State,28.2058768,28.2058768
2013,Phumelela,FS195,AUDA,Total By Income Source,1190276,Free State,28.9528645,28.9528645
2013,Phumelela,FS195,AUDA,Total By Customer Group,1190277,Free State,28.9528645,28.9528645
2013,Mantsopa,FS196,AUDA,Total By Income Source,215032158,Free State,29.2320784,29.2320784
2013,Mantsopa,FS196,AUDA,Total By Customer Group,215032158,Free State,29.2320784,29.2320784
2013,Moqhaka,FS201,AUDA,Total By Income Source,56139304,Free State,27.2676116,27.2676116
2013,Moqhaka,FS201,AUDA,Total By Customer Group,56139304,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Total By Income Source,413801805,Free State,27.2676116,27.2676116
2013,Ngwathe,FS203,AUDA,Total By Customer Group,413801805,Free State,27.2676116,27.2676116
2013,Metsimaholo,FS204,AUDA,Total By Income Source,462785396,Free State,27.7373373,27.7373373
2013,Metsimaholo,FS204,AUDA,Total By Customer Group,462785396,Free State,27.7373373,27.7373373
2013,Mafube,FS205,AUDA,Total By Income Source,35257255,Free State,27.8277881,27.8277881
2013,Mafube,FS205,AUDA,Total By Customer Group,35257255,Free State,27.8277881,27.8277881
2013,Emfuleni,GT421,AUDA,Total By Income Source,2975456885,Free State,28.5797981,28.5797981
2013,Emfuleni,GT421,AUDA,Total By Customer Group,2975456885,Free State,28.5797981,28.5797981
2013,Midvaal,GT422,AUDA,Total By Income Source,150529466,Gauteng,27.784246,27.784246
2013,Midvaal,GT422,AUDA,Total By Customer Group,150529465,Gauteng,27.784246,27.784246
2013,Lesedi,GT423,AUDA,Total By Income Source,282018811,Gauteng,28.0654445,28.0654445
2013,Lesedi,GT423,AUDA,Total By Customer Group,282018813,Gauteng,28.0654445,28.0654445
2013,Mogale City,GT481,AUDA,Total By Income Source,921365974,Gauteng,28.4396756,28.4396756
2013,Mogale City,GT481,AUDA,Total By Customer Group,921365974,Gauteng,28.4396756,28.4396756
2013,Westonaria,GT483,AUDA,Total By Income Source,181151991,Gauteng,27.5965403,27.5965403
2013,Westonaria,GT483,AUDA,Total By Customer Group,181151991,Gauteng,27.5965403,27.5965403
2013,Merafong City,GT484,AUDA,Total By Income Source,793168534,Gauteng,27.666952,27.666952
2013,Merafong City,GT484,AUDA,Total By Customer Group,793168533,Gauteng,27.666952,27.666952
2013,City of Johannesburg,JHB,AUDA,Total By Income Source,18966059000,Gauteng,27.4086488,27.4086488
2013,City of Johannesburg,JHB,AUDA,Total By Customer Group,18966059000,Gauteng,27.4086488,27.4086488
2013,Vulamehlo,KZN211,AUDA,Total By Income Source,2034283,Gauteng,27.9717606,27.9717606
2013,Vulamehlo,KZN211,AUDA,Total By Customer Group,2034283,Gauteng,27.9717606,27.9717606
2013,Umdoni,KZN212,AUDA,Total By Income Source,46010872,KwaZulu-Natal,30.5739579,30.5739579
2013,Umdoni,KZN212,AUDA,Total By Customer Group,46010872,KwaZulu-Natal,30.5739579,30.5739579
2013,Umzumbe,KZN213,AUDA,Total By Income Source,2180192,KwaZulu-Natal,30.6890055,30.6890055
2013,Umzumbe,KZN213,AUDA,Total By Customer Group,2180192,KwaZulu-Natal,30.6890055,30.6890055
2013,uMuziwabantu,KZN214,AUDA,Total By Income Source,11910730,KwaZulu-Natal,30.5928401,30.5928401
2013,uMuziwabantu,KZN214,AUDA,Total By Customer Group,11910730,KwaZulu-Natal,30.5928401,30.5928401
2013,Ezingoleni,KZN215,AUDA,Total By Income Source,528467,KwaZulu-Natal,29.9277947,29.9277947
2013,Ezingoleni,KZN215,AUDA,Total By Customer Group,528467,KwaZulu-Natal,29.9277947,29.9277947
2013,Ray Nkonyeni,KZN216,AUDA,Total By Income Source,113077814,KwaZulu-Natal,30.182022,30.182022
2013,Ray Nkonyeni,KZN216,AUDA,Total By Customer Group,113077814,KwaZulu-Natal,30.182022,30.182022
2013,uMshwathi,KZN221,AUDA,Total By Income Source,57200528,KwaZulu-Natal,30.3639319,30.3639319
2013,uMshwathi,KZN221,AUDA,Total By Customer Group,57200528,KwaZulu-Natal,30.3204873,30.3204873
2013,uMngeni,KZN222,AUDA,Total By Income Source,65157350,KwaZulu-Natal,30.3639319,30.3639319
2013,uMngeni,KZN222,AUDA,Total By Customer Group,65157351,KwaZulu-Natal,30.3204873,30.3204873
2013,Mpofana,KZN223,AUDA,Total By Income Source,54511804,KwaZulu-Natal,30.5743164,30.5743164
2013,Mpofana,KZN223,AUDA,Total By Customer Group,54511804,KwaZulu-Natal,30.5743164,30.5743164
2013,Impendle,KZN224,AUDA,Total By Income Source,497294,KwaZulu-Natal,30.112735,30.112735
2013,Impendle,KZN224,AUDA,Total By Customer Group,497294,KwaZulu-Natal,30.112735,30.112735
2013,The Msunduzi,KZN225,AUDA,Total By Income Source,1214246938,KwaZulu-Natal,30.112735,30.112735
2013,The Msunduzi,KZN225,AUDA,Total By Customer Group,1214246938,KwaZulu-Natal,30.112735,30.112735
2013,Mkhambathini,KZN226,AUDA,Total By Income Source,3762191,KwaZulu-Natal,29.8352303,29.8352303
2013,Mkhambathini,KZN226,AUDA,Total By Customer Group,3762191,KwaZulu-Natal,29.8352303,29.8352303
2013,Richmond,KZN227,AUDA,Total By Income Source,6524448,KwaZulu-Natal,30.3824842,30.3824842
2013,Richmond,KZN227,AUDA,Total By Customer Group,6524448,KwaZulu-Natal,30.3824842,30.3824842
2013,Emnambithi/Ladysmith,KZN232,AUDA,Total By Income Source,130761144,KwaZulu-Natal,30.5739579,30.5739579
2013,Emnambithi/Ladysmith,KZN232,AUDA,Total By Customer Group,130761144,KwaZulu-Natal,30.5739579,30.5739579
2013,Indaka,KZN233,AUDA,Total By Income Source,1779396,KwaZulu-Natal,30.2974199,30.2974199
2013,Indaka,KZN233,AUDA,Total By Customer Group,1779396,KwaZulu-Natal,30.2974199,30.2974199
2013,Umtshezi,KZN234,AUDA,Total By Income Source,78024887,KwaZulu-Natal,29.7807856,29.7807856
2013,Umtshezi,KZN234,AUDA,Total By Customer Group,78024887,KwaZulu-Natal,29.7807856,29.7807856
2013,Okhahlamba,KZN235,AUDA,Total By Income Source,20063249,KwaZulu-Natal,30.107222,30.107222
2013,Okhahlamba,KZN235,AUDA,Total By Customer Group,20063249,KwaZulu-Natal,30.107222,30.107222
2013,Imbabazane,KZN236,AUDA,Total By Income Source,4874075,KwaZulu-Natal,30.0202964,30.0202964
2013,Imbabazane,KZN236,AUDA,Total By Customer Group,4874075,KwaZulu-Natal,30.0202964,30.0202964
2013,Endumeni,KZN241,AUDA,Total By Income Source,102137442,KwaZulu-Natal,29.3250347,29.3250347
2013,Endumeni,KZN241,AUDA,Total By Customer Group,102137442,KwaZulu-Natal,29.3250347,29.3250347
2013,Nqutu,KZN242,AUDA,Total By Income Source,10148231,KwaZulu-Natal,29.6864574,29.6864574
2013,Nqutu,KZN242,AUDA,Total By Customer Group,10148231,KwaZulu-Natal,29.6864574,29.6864574
2013,Umvoti,KZN245,AUDA,Total By Income Source,20733173,KwaZulu-Natal,30.2343393,30.2343393
2013,Umvoti,KZN245,AUDA,Total By Customer Group,20733173,KwaZulu-Natal,30.2343393,30.2343393
2013,Newcastle,KZN252,AUDA,Total By Income Source,787140251,KwaZulu-Natal,30.6746303,30.6746303
2013,Newcastle,KZN252,AUDA,Total By Customer Group,787140251,KwaZulu-Natal,30.6746303,30.6746303
2013,Emadlangeni,KZN253,AUDA,Total By Income Source,16264082,KwaZulu-Natal,30.6199895,30.6199895
2013,Emadlangeni,KZN253,AUDA,Total By Customer Group,16264082,KwaZulu-Natal,30.6199895,30.6199895
2013,Dannhauser,KZN254,AUDA,Total By Income Source,10977439,KwaZulu-Natal,29.9971769,29.9971769
2013,Dannhauser,KZN254,AUDA,Total By Customer Group,10977439,KwaZulu-Natal,29.9971769,29.9971769
2013,eDumbe,KZN261,AUDA,Total By Income Source,56653174,KwaZulu-Natal,30.315775,30.315775
2013,eDumbe,KZN261,AUDA,Total By Customer Group,56653174,KwaZulu-Natal,30.315775,30.315775
2013,uPhongolo,KZN262,AUDA,Total By Income Source,70045354,KwaZulu-Natal,30.0202964,30.0202964
2013,uPhongolo,KZN262,AUDA,Total By Customer Group,70045354,KwaZulu-Natal,30.0202964,30.0202964
2013,Abaqulusi,KZN263,AUDA,Total By Income Source,41822936,KwaZulu-Natal,30.8039474,30.8039474
2013,Abaqulusi,KZN263,AUDA,Total By Customer Group,41822936,KwaZulu-Natal,30.8039474,30.8039474
2013,Nongoma,KZN265,AUDA,Total By Income Source,15935913,KwaZulu-Natal,31.5370003,31.5370003
2013,Nongoma,KZN265,AUDA,Total By Customer Group,15935913,KwaZulu-Natal,31.5370003,31.5370003
2013,Ulundi,KZN266,AUDA,Total By Income Source,89817665,KwaZulu-Natal,30.9876321,30.9876321
2013,Ulundi,KZN266,AUDA,Total By Customer Group,89817665,KwaZulu-Natal,30.9876321,30.9876321
2013,Umhlabuyalingana,KZN271,AUDA,Total By Income Source,7203895,KwaZulu-Natal,31.7195459,31.7195459
2013,Umhlabuyalingana,KZN271,AUDA,Total By Customer Group,7203895,KwaZulu-Natal,31.7195459,31.7195459
2013,Jozini,KZN272,AUDA,Total By Income Source,36484033,KwaZulu-Natal,31.442761,31.442761
2013,Jozini,KZN272,AUDA,Total By Customer Group,36484033,KwaZulu-Natal,31.442761,31.442761
2013,The Big 5 False Bay,KZN273,AUDA,Total By Income Source,11427967,KwaZulu-Natal,32.4467238,32.4467238
2013,The Big 5 False Bay,KZN273,AUDA,Total By Customer Group,11427967,KwaZulu-Natal,32.4467238,32.4467238
2013,Hlabisa,KZN274,AUDA,Total By Income Source,1099638,KwaZulu-Natal,32.0650697,32.0650697
2013,Hlabisa,KZN274,AUDA,Total By Customer Group,1099638,KwaZulu-Natal,32.0650697,32.0650697
2013,Mtubatuba,KZN275,AUDA,Total By Income Source,40636062,KwaZulu-Natal,32.3107517,32.3107517
2013,Mtubatuba,KZN275,AUDA,Total By Customer Group,40636062,KwaZulu-Natal,32.3107517,32.3107517
2013,Mfolozi,KZN281,AUDA,Total By Income Source,4836455,KwaZulu-Natal,31.8648002,31.8648002
2013,Mfolozi,KZN281,AUDA,Total By Customer Group,4836455,KwaZulu-Natal,31.8648002,31.8648002
2013,uMhlathuze,KZN282,AUDA,Total By Income Source,163658328,KwaZulu-Natal,32.2880726,32.2880726
2013,uMhlathuze,KZN282,AUDA,Total By Customer Group,163658328,KwaZulu-Natal,32.2880726,32.2880726
2013,Ntambanana,KZN283,AUDA,Total By Income Source,1337259,KwaZulu-Natal,32.259717,32.259717
2013,Ntambanana,KZN283,AUDA,Total By Customer Group,1337259,KwaZulu-Natal,32.259717,32.259717
2013,uMlalazi,KZN284,AUDA,Total By Income Source,27523430,KwaZulu-Natal,31.947311,31.947311
2013,uMlalazi,KZN284,AUDA,Total By Customer Group,27523430,KwaZulu-Natal,31.947311,31.947311
2013,Mthonjaneni,KZN285,AUDA,Total By Income Source,7838144,KwaZulu-Natal,31.7394939,31.7394939
2013,Mthonjaneni,KZN285,AUDA,Total By Customer Group,7838144,KwaZulu-Natal,31.7394939,31.7394939
